순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가총액,시가총액비중(%),상장주식수(천주),외국인 보유주식수,외국인 지분율(%),총카운트
238,085620,미래에셋생명,"5,440","110","2.1","509,355","2,754,011,470","789,779,200,000","0.05","145,180,000",,,
239,007570,일양약품,"40,600","100","0.2","71,518","2,894,281,750","773,266,950,400","0.04","19,045,984",,,
240,005880,대한해운,"31,450","-450","-1.4","194,362","6,157,302,650","768,213,550,800","0.04","24,426,504",,,
241,214370,케어젠,"71,300","3,000","4.4","45,816","3,224,992,800","763,623,000,000","0.04","10,710,000",,,
242,095700,제넥신,"42,700","1,400","3.4","153,494","6,519,972,650","762,187,185,900","0.04","17,849,817",,,
243,037560,CJ헬로비전,"9,650","180","1.9","354,058","3,420,672,430","747,362,247,250","0.04","77,446,865",,,
244,048260,오스템임플란트,"52,200","-900","-1.7","175,168","9,171,391,200","745,714,427,400","0.04","14,285,717",,,
245,215600,신라젠,"11,600","150","1.3","637,411","7,463,831,650","743,905,042,000","0.04","64,129,745",,,
246,005990,매일유업,"54,000","0","0.0","0","0","736,459,776,000","0.04","13,638,144",,,
247,009970,영원무역홀딩스,"53,800","700","1.3","24,351","1,301,297,800","733,594,849,600","0.04","13,635,592",,,
248,025540,한국단자,"70,100","-800","-1.1","15,360","1,081,225,900","730,091,500,000","0.04","10,415,000",,,
249,069080,웹젠,"20,500","-350","-1.7","162,001","3,336,820,600","723,873,122,000","0.04","35,310,884",,,
250,033920,무학,"25,250","-150","-0.6","47,077","1,195,279,100","719,625,000,000","0.04","28,500,000",,,
251,265520,AP시스템,"52,000","700","1.4","165,996","8,591,192,200","711,309,716,000","0.04","13,679,033",,,
252,034310,NICE,"18,700","30","0.0","18,799","350,358,300","708,399,010,000","0.04","37,882,300",,,
253,002240,고려제강,"39,250","300","0.8","16,697","654,735,100","706,500,000,000","0.04","18,000,000",,,
254,237880,클리오,"41,550","-550","-1.3","49,407","2,043,576,350","704,193,347,250","0.04","16,948,095",,,
255,019680,대교,"8,270","30","0.4","64,663","534,577,970","700,492,569,500","0.04","84,702,850",,,
256,060980,한라홀딩스,"64,700","-1,500","-2.3","81,788","5,312,687,000","698,934,107,700","0.04","10,802,691",,,
257,200130,콜마비앤에이치,"23,400","30","0.0","31,267","727,578,900","691,319,257,200","0.04","29,543,558",,,
258,003540,대신증권,"13,550","150","1.1","236,346","3,187,717,050","687,979,570,000","0.04","50,773,400",,,
259,005850,에스엘,"20,300","-200","-1.0","118,872","2,423,861,200","687,461,327,000","0.04","33,865,090",,,
260,009420,한올바이오파마,"13,150","-50","-0.4","213,434","2,811,276,700","686,964,389,700","0.04","52,240,638",,,
261,005180,빙그레,"69,600","-500","-0.7","20,741","1,445,811,700","685,646,373,600","0.04","9,851,241",,,
262,000370,한화손해보험,"7,400","-40","-0.5","95,597","705,229,920","671,467,971,000","0.04","90,738,915",,,
263,064960,S&T모티브,"45,750","1,000","2.2","47,429","2,156,032,100","669,008,472,000","0.04","14,623,136",,,
264,058470,리노공업,"43,450","700","1.6","17,617","764,438,400","662,280,976,500","0.04","15,242,370",,,
265,051370,인터플렉스,"31,250","250","0.8","245,739","7,703,243,500","658,725,375,000","0.04","21,079,212",,,
266,068760,셀트리온제약,"19,550","30","0.0","89,695","1,757,514,750","649,799,126,850","0.04","33,237,807",,,
267,024720,한국콜마홀딩스,"38,700","100","0.3","94,347","3,623,038,750","648,183,823,200","0.04","16,748,936",,,
268,192530,광주은행,"12,500","50","0.4","75,179","930,556,250","641,450,712,500","0.04","51,316,057",,,
269,085660,차바이오텍,"12,450","50","0.4","206,552","2,561,647,900","629,782,639,950","0.04","50,584,951",,,
270,031440,신세계푸드,"162,500","-500","-0.3","6,354","1,028,079,500","629,278,000,000","0.04","3,872,480",,,
271,122870,와이지엔터테인먼트,"34,550","450","1.3","98,356","3,399,345,100","628,316,245,950","0.04","18,185,709",,,
272,041510,에스엠,"28,750","100","0.4","350,310","10,111,341,000","625,475,311,250","0.04","21,755,663",,,
273,058650,세아홀딩스,"156,000","2,000","1.3","335","51,887,500","624,000,000,000","0.04","4,000,000",,,
274,029460,케이씨텍,"18,450","550","3.1","178,868","3,261,804,050","616,107,934,800","0.04","33,393,384",,,
275,007340,동아타이어,"25,900","200","0.8","462,024","11,901,975,650","614,529,818,000","0.04","23,727,020",,,
276,066575,LG전자우,"35,700","30","0.0","141,443","5,039,681,350","613,539,914,400","0.04","17,185,992",,,
277,005290,동진쎄미켐,"12,050","-50","-0.4","519,679","6,257,623,800","604,056,064,700","0.03","50,129,134",,,
278,025980,에머슨퍼시픽,"36,400","-400","-1.1","48,970","1,779,210,250","599,296,261,200","0.03","16,464,183",,,
279,030530,원익홀딩스,"7,750","70","0.9","2,083,482","16,364,571,920","598,594,352,750","0.03","77,237,981",,,
280,021960,KB캐피탈,"27,850","-100","-0.4","1,920","53,771,250","598,555,764,800","0.03","21,492,128",,,
281,006730,서부T&D,"17,300","50","0.3","141,705","2,429,298,150","593,948,184,500","0.03","34,332,265",,,
282,086450,동국제약,"66,500","-500","-0.8","40,386","2,667,853,200","591,318,000,000","0.03","8,892,000",,,
283,101530,해태제과식품,"20,250","30","0.0","80,873","1,639,690,300","589,615,645,500","0.03","29,116,822",,,
284,000815,삼성화재우,"184,000","-2,000","-1.1","6,152","1,149,829,500","587,328,000,000","0.03","3,192,000",,,
285,003920,남양유업,"815,000","-11,000","-1.3","3,043","2,479,682,000","586,800,000,000","0.03","720,000",,,
286,178920,SKC코오롱PI,"19,950","-200","-1.0","358,762","7,136,908,150","585,858,123,900","0.03","29,366,322",,,
287,080160,모두투어,"46,450","800","1.8","59,811","2,773,632,150","585,270,000,000","0.03","12,600,000",,,
288,096760,JW홀딩스,"9,370","100","1.1","361,898","3,373,112,530","579,800,542,410","0.03","61,878,393",,,
289,003030,세아제강,"96,200","-300","-0.3","9,201","889,448,900","577,200,000,000","0.03","6,000,000",,,
290,088390,이녹스,"46,850","2,050","4.6","321,139","14,578,308,700","577,109,637,700","0.03","12,318,242",,,
291,044490,태웅,"28,700","-500","-1.7","134,150","3,889,974,350","574,211,834,700","0.03","20,007,381",,,
292,001520,동양,"2,400","50","2.1","857,531","2,055,321,230","572,841,751,200","0.03","238,684,063",,,
293,053800,안랩,"56,600","300","0.5","150,997","8,517,213,900","566,784,193,000","0.03","10,013,855",,,
294,070960,용평리조트,"11,700","50","0.4","617,229","7,214,319,050","563,159,996,100","0.03","48,133,333",,,
295,112040,위메이드,"33,350","100","0.3","55,566","1,850,322,500","560,280,000,000","0.03","16,800,000",,,
296,100120,뷰웍스,"56,000","-1,100","-1.9","146,283","8,293,966,900","560,104,440,000","0.03","10,001,865",,,
297,091700,파트론,"10,250","50","0.5","362,534","3,723,284,100","555,103,202,500","0.03","54,156,410",,,
298,065620,제낙스,"25,800","-150","-0.6","45,966","1,197,632,850","554,357,995,200","0.03","21,486,744",,,
299,138250,엔에스쇼핑,"16,450","30","0.0","26,787","439,590,550","554,299,200,000","0.03","33,696,000",,,
300,213420,덕산네오룩스,"45,600","500","1.1","116,458","5,310,396,000","547,554,312,000","0.03","12,007,770",,,
301,025860,남해화학,"10,950","150","1.4","127,170","1,379,215,550","543,983,330,850","0.03","49,678,843",,,
302,006060,화승인더,"9,780","-120","-1.2","545,665","5,318,635,330","541,029,600,000","0.03","55,320,000",,,
303,017810,풀무원,"142,000","3,000","2.2","5,162","729,386,000","540,891,490,000","0.03","3,809,095",,,
304,003530,한화투자증권,"3,135","35","1.1","1,314,328","4,125,128,595","540,607,271,985","0.03","172,442,511",,,
305,029530,신도리코,"53,300","100","0.2","8,817","467,549,300","537,265,545,700","0.03","10,080,029",,,
306,095610,테스,"27,250","400","1.5","253,821","6,910,824,950","536,215,880,750","0.03","19,677,647",,,
307,004490,세방전지,"38,100","-250","-0.6","21,692","825,847,900","533,400,000,000","0.03","14,000,000",,,
308,072710,농심홀딩스,"115,000","30","0.0","9,788","1,123,064,000","533,345,850,000","0.03","4,637,790",,,
309,078160,메디포스트,"67,800","1,600","2.4","68,073","4,593,040,900","532,800,943,800","0.03","7,858,421",,,
310,002960,한국쉘석유,"408,500","1,000","0.2","1,807","736,872,000","531,050,000,000","0.03","1,300,000",,,
311,039840,디오,"34,700","-200","-0.6","58,759","2,033,932,900","526,447,684,100","0.03","15,171,403",,,
312,031430,신세계인터내셔날,"72,500","100","0.1","19,618","1,422,304,600","517,650,000,000","0.03","7,140,000",,,
313,009410,태영건설,"6,760","30","0.4","132,382","881,646,410","516,464,000,000","0.03","76,400,000",,,
314,009450,경동나비엔,"40,450","-600","-1.5","82,651","3,378,029,300","515,313,179,500","0.03","12,739,510",,,
315,030190,NICE평가정보,"8,350","120","1.5","124,787","1,025,110,490","506,968,747,000","0.03","60,714,820",,,
316,210980,SK디앤디,"31,250","-150","-0.5","41,108","1,281,672,100","504,843,750,000","0.03","16,155,000",,,
317,042700,한미반도체,"7,870","60","0.8","290,679","2,298,581,280","500,391,127,000","0.03","63,582,100",,,
318,036930,주성엔지니어링,"10,350","30","0.0","545,833","5,649,318,100","499,379,344,200","0.03","48,249,212",,,
319,108320,실리콘웍스,"30,650","250","0.8","37,133","1,133,961,150","498,500,795,000","0.03","16,264,300",,,
320,004430,송원산업,"20,700","300","1.5","269,876","5,601,562,350","496,800,000,000","0.03","24,000,000",,,
321,036580,팜스코,"13,500","150","1.1","82,503","1,106,841,700","495,827,230,500","0.03","36,727,943",,,
322,015750,성우하이텍,"8,260","30","0.0","219,634","1,809,695,060","495,600,000,000","0.03","60,000,000",,,
323,004690,삼천리,"122,000","30","0.0","5,355","650,551,500","494,713,050,000","0.03","4,055,025",,,
324,001720,신영증권,"52,600","600","1.2","4,255","222,402,400","493,716,066,200","0.03","9,386,237",,,
325,051500,CJ프레시웨이,"41,450","-400","-1.0","34,268","1,426,899,150","492,077,239,700","0.03","11,871,586",,,
326,023890,아트라스BX,"53,600","300","0.6","2,514","134,541,200","490,440,000,000","0.03","9,150,000",,,
327,079430,현대리바트,"28,350","150","0.5","83,209","2,368,271,150","489,367,777,500","0.03","17,261,650",,,
328,008060,대덕전자,"10,000","-250","-2.4","157,264","1,585,083,950","487,963,000,000","0.03","48,796,300",,,
329,104830,원익머트리얼즈,"78,100","-300","-0.4","34,754","2,716,529,700","487,796,980,000","0.03","6,245,800",,,
330,034120,SBS,"26,650","550","2.1","149,393","3,930,840,600","486,431,310,300","0.03","18,252,582",,,
331,025900,동화기업,"33,750","1,350","4.2","39,950","1,339,964,550","484,540,515,000","0.03","14,356,756",,,
332,066970,엘앤에프,"19,700","750","4.0","149,636","2,925,175,350","483,977,346,600","0.03","24,567,378",,,
333,023410,유진기업,"6,480","80","1.2","1,043,768","6,702,019,910","479,520,000,000","0.03","74,000,000",,,
334,241590,화승엔터프라이즈,"17,750","30","0.0","56,997","1,016,365,950","477,998,252,250","0.03","26,929,479",,,
335,213500,한솔제지,"20,050","350","1.8","153,018","3,053,134,200","477,201,548,800","0.03","23,800,576",,,
336,028300,에이치엘비,"13,200","-50","-0.4","130,746","1,735,807,300","474,458,278,800","0.03","35,943,809",,,
337,009290,광동제약,"9,000","90","1.0","181,244","1,623,622,090","471,787,659,000","0.03","52,420,851",,,
338,049950,미래컴퍼니,"61,500","500","0.8","54,024","3,304,634,700","471,140,922,000","0.03","7,660,828",,,
339,122900,아이마켓코리아,"13,050","150","1.2","90,946","1,181,220,100","469,060,587,000","0.03","35,943,340",,,
340,005500,삼진제약,"33,650","-450","-1.3","34,292","1,152,173,650","467,735,000,000","0.03","13,900,000",,,
341,268280,미원에스씨,"89,500","20,600","29.9","589,518","46,861,398,800","463,530,434,500","0.03","5,179,111",,,
342,036420,제이콘텐트리,"4,055","10","0.2","1,147,588","4,644,026,445","462,549,722,010","0.03","114,068,982",,,
343,005720,넥센,"9,000","50","0.6","390,811","3,494,188,960","457,921,530,000","0.03","50,880,170",,,
344,078020,이베스트투자증권,"11,300","50","0.4","2,266","25,681,300","457,437,447,000","0.03","40,481,190",,,
345,003230,삼양식품,"60,600","-100","-0.2","87,612","5,304,059,900","456,500,709,000","0.03","7,533,015",,,
346,078520,에이블씨엔씨,"27,000","-650","-2.4","137,985","3,742,920,300","456,051,114,000","0.03","16,890,782",,,
347,007700,F&F,"29,550","100","0.3","77,209","2,287,015,900","455,070,000,000","0.03","15,400,000",,,
348,025620,제이준코스메틱,"7,280","40","0.6","2,635,549","19,111,388,500","450,774,258,480","0.03","61,919,541",,,
349,097230,한진중공업,"4,225","-10","-0.2","1,078,590","4,531,621,310","448,071,846,300","0.03","106,052,508",,,
350,032190,다우데이타,"11,650","-50","-0.4","143,668","1,684,603,300","446,195,000,000","0.03","38,300,000",,,
351,003850,보령제약,"50,300","-100","-0.2","29,419","1,473,354,550","444,652,000,000","0.03","8,840,000",,,
352,206640,바디텍메드,"19,050","50","0.3","43,188","820,671,850","443,603,481,600","0.03","23,286,272",,,
353,001510,SK증권,"1,385","30","0.0","4,131,139","5,733,674,170","443,362,281,835","0.03","320,117,171",,,
354,053030,바이넥스,"14,100","-50","-0.4","71,210","1,003,529,050","441,449,116,800","0.03","31,308,448",,,
355,126560,현대에이치씨엔,"3,910","10","0.3","193,324","756,009,300","441,347,490,360","0.03","112,876,596",,,
356,222040,뉴트리바이오텍,"21,250","-200","-0.9","62,822","1,326,871,350","438,345,000,000","0.03","20,628,000",,,
357,115960,연우,"35,250","150","0.4","46,463","1,628,313,250","437,029,500,000","0.03","12,398,000",,,
358,014830,유니드,"49,100","100","0.2","50,508","2,492,894,000","436,491,291,300","0.03","8,889,843",,,
359,017940,E1,"63,600","-300","-0.5","4,039","256,285,200","436,296,000,000","0.03","6,860,000",,,
360,084370,유진테크,"18,950","1,650","9.5","1,731,613","32,794,775,550","434,258,995,900","0.02","22,916,042",,,
361,00088K,한화3우B,"19,300","50","0.3","119,755","2,313,613,450","433,709,600,000","0.02","22,472,000",,,
362,064760,티씨케이,"37,000","-200","-0.5","49,188","1,806,557,300","431,975,000,000","0.02","11,675,000",,,
363,013120,동원개발,"4,750","20","0.4","256,096","1,211,895,155","431,338,475,000","0.02","90,808,100",,,
364,249420,일동제약,"21,850","-250","-1.1","42,762","939,998,450","428,900,030,200","0.02","19,629,292",,,
365,043150,바텍,"28,700","200","0.7","43,697","1,249,913,300","426,317,147,200","0.02","14,854,256",,,
366,011810,STX,"2,385","0","0.0","0","0","426,018,974,580","0.02","178,624,308",,,
367,067080,대화제약,"23,250","1,300","5.9","545,675","12,557,513,750","423,730,645,500","0.02","18,224,974",,,
368,033660,아주캐피탈,"7,360","30","0.0","56,234","414,594,530","423,537,750,400","0.02","57,545,890",,,
369,100130,동국S&C,"7,380","-70","-0.9","745,843","5,530,226,900","421,715,340,000","0.02","57,143,000",,,
370,016250,이테크건설,"150,500","7,500","5.2","14,729","2,197,865,600","421,400,000,000","0.02","2,800,000",,,
371,101060,SBS미디어홀딩스,"3,000","25","0.8","165,084","493,390,760","419,688,570,000","0.02","139,896,190",,,
372,000050,경방,"15,300","400","2.7","81,229","1,221,993,450","419,453,631,000","0.02","27,415,270",,,
373,112610,씨에스윈드,"24,200","-50","-0.2","37,242","897,682,400","418,314,303,000","0.02","17,285,715",,,
374,030520,한글과컴퓨터,"18,050","-200","-1.1","85,854","1,548,108,200","416,633,908,550","0.02","23,082,211",,,
375,161000,애경유화,"13,000","-450","-3.4","316,951","4,151,785,700","416,520,000,000","0.02","32,040,000",,,
376,145720,덴티움,"37,450","30","0.0","50,452","1,898,093,100","414,527,683,500","0.02","11,068,830",,,
377,038500,삼표시멘트,"3,855","5","0.1","97,541","375,058,105","413,861,901,915","0.02","107,357,173",,,
378,017390,서울가스,"82,700","200","0.2","112","9,252,600","413,500,000,000","0.02","5,000,000",,,
379,002780,진흥기업,"2,960","10","0.3","2,344,954","7,104,012,245","413,499,878,800","0.02","139,695,905",,,
380,008490,서흥,"35,700","30","0.0","29,465","1,044,296,200","413,017,334,100","0.02","11,569,113",,,
381,005810,풍산홀딩스,"52,700","-800","-1.5","8,953","475,451,300","412,913,300,900","0.02","7,835,167",,,
382,108790,인터파크,"12,450","-250","-2.0","832,705","10,610,896,150","411,464,781,000","0.02","33,049,380",,,
383,089600,나스미디어,"46,400","250","0.5","15,212","704,601,900","406,217,662,400","0.02","8,754,691",,,
384,037710,광주신세계,"253,000","30","0.0","533","133,983,000","404,800,000,000","0.02","1,600,000",,,
385,200880,서연이화,"14,850","-100","-0.7","66,453","986,676,350","401,372,289,450","0.02","27,028,437",,,
386,024660,하림홀딩스,"4,475","-10","-0.2","158,445","710,890,155","398,978,425,250","0.02","89,157,190",,,
387,082270,젬백스,"13,000","300","2.4","98,902","1,273,300,900","397,663,396,000","0.02","30,589,492",,,
388,002795,아모레G우,"61,600","1,100","1.8","24,600","1,512,316,700","396,936,232,000","0.02","6,443,770",,,
389,084690,대상홀딩스,"10,900","-250","-2.2","172,249","1,888,183,500","394,716,664,200","0.02","36,212,538",,,
390,086980,쇼박스,"6,300","10","0.2","571,177","3,591,634,910","394,380,000,000","0.02","62,600,000",,,
391,078150,HB테크놀러지,"5,000","190","4.0","2,222,571","11,013,312,500","394,258,385,000","0.02","78,851,677",,,
392,119610,인터로조,"36,550","-700","-1.9","41,417","1,524,071,800","393,862,800,000","0.02","10,776,000",,,
